DayIndex,bounce,duration,session,pags_sess,conv,value,month,day,year,y_mo
1/26/2018,100.00%,0,1,1,0,0,1,26,2018,2018-1
1/27/2018,100.00%,0,1,1,0,0,1,27,2018,2018-1
1/28/2018,100.00%,0,1,1,0,0,1,28,2018,2018-1
1/29/2018,100.00%,0,1,1,0,0,1,29,2018,2018-1
1/30/2018,100.00%,0,1,1,0,0,1,30,2018,2018-1
1/31/2018,100.00%,0,1,1,0,0,1,31,2018,2018-1
2/1/2018,100.00%,0,1,1,0,0,2,1,2018,2018-2
2/2/2018,100.00%,0,1,1,0,0,2,2,2018,2018-2
2/3/2018,100.00%,0,1,1,0,0,2,3,2018,2018-2
2/4/2018,100.00%,0,1,1,0,0,2,4,2018,2018-2
2/5/2018,100.00%,0,1,1,0,0,2,5,2018,2018-2
2/6/2018,100.00%,0,1,1,0,0,2,6,2018,2018-2
2/7/2018,100.00%,0,1,1,0,0,2,7,2018,2018-2
2/8/2018,100.00%,0,1,1,0,0,2,8,2018,2018-2
2/9/2018,100.00%,0,1,1,0,0,2,9,2018,2018-2
2/10/2018,100.00%,0,1,1,0,0,2,10,2018,2018-2
2/11/2018,100.00%,0,1,1,0,0,2,11,2018,2018-2
2/12/2018,100.00%,0,1,1,0,0,2,12,2018,2018-2
2/13/2018,100.00%,0,1,1,0,0,2,13,2018,2018-2
2/14/2018,100.00%,0,1,1,0,0,2,14,2018,2018-2
2/15/2018,100.00%,0,1,1,0,0,2,15,2018,2018-2
2/16/2018,100.00%,0,1,1,0,0,2,16,2018,2018-2
2/17/2018,100.00%,0,1,1,0,0,2,17,2018,2018-2
2/18/2018,100.00%,0,1,1,0,0,2,18,2018,2018-2
2/19/2018,100.00%,0,1,1,0,0,2,19,2018,2018-2
2/20/2018,100.00%,0,1,1,0,0,2,20,2018,2018-2
2/21/2018,100.00%,0,1,1,0,0,2,21,2018,2018-2
2/22/2018,100.00%,0,1,1,0,0,2,22,2018,2018-2
2/23/2018,100.00%,0,2,1,0,0,2,23,2018,2018-2
2/24/2018,100.00%,0,1,1,1,50,2,24,2018,2018-2
2/25/2018,100.00%,0,1,1,0,0,2,25,2018,2018-2
2/26/2018,100.00%,0,1,1,0,0,2,26,2018,2018-2
2/27/2018,100.00%,0,1,1,0,0,2,27,2018,2018-2
2/28/2018,100.00%,0,1,1,0,0,2,28,2018,2018-2
3/1/2018,100.00%,0,1,1,0,0,3,1,2018,2018-3
3/2/2018,100.00%,0,1,1,0,0,3,2,2018,2018-3
3/3/2018,100.00%,0,1,1,0,0,3,3,2018,2018-3
3/4/2018,100.00%,0,1,1,0,0,3,4,2018,2018-3
3/5/2018,100.00%,0,1,1,0,0,3,5,2018,2018-3
3/6/2018,100.00%,0,1,1,0,0,3,6,2018,2018-3
3/7/2018,100.00%,0,1,1,0,0,3,7,2018,2018-3
3/8/2018,100.00%,0,1,1,0,0,3,8,2018,2018-3
3/9/2018,100.00%,0,1,1,0,0,3,9,2018,2018-3
3/10/2018,100.00%,0,1,1,0,0,3,10,2018,2018-3
3/11/2018,100.00%,0,1,1,0,0,3,11,2018,2018-3
3/12/2018,100.00%,0,1,1,0,0,3,12,2018,2018-3
3/13/2018,100.00%,0,1,1,0,0,3,13,2018,2018-3
3/14/2018,100.00%,0,2,1,0,0,3,14,2018,2018-3
3/15/2018,100.00%,0,1,1,0,0,3,15,2018,2018-3
3/16/2018,100.00%,0,1,1,0,0,3,16,2018,2018-3
3/17/2018,100.00%,0,1,1,0,0,3,17,2018,2018-3
3/18/2018,100.00%,0,1,1,0,0,3,18,2018,2018-3
3/19/2018,100.00%,0,1,1,0,0,3,19,2018,2018-3
3/20/2018,100.00%,0,1,1,0,0,3,20,2018,2018-3
3/21/2018,100.00%,0,1,1,1,50,3,21,2018,2018-3
3/22/2018,100.00%,0,1,1,1,50,3,22,2018,2018-3
3/23/2018,100.00%,0,1,1,1,50,3,23,2018,2018-3
3/24/2018,100.00%,0,1,1,1,50,3,24,2018,2018-3
3/25/2018,100.00%,0,1,1,1,50,3,25,2018,2018-3
3/26/2018,100.00%,0,1,1,1,50,3,26,2018,2018-3
3/27/2018,100.00%,0,1,1,0,0,3,27,2018,2018-3
3/28/2018,100.00%,0,1,1,1,50,3,28,2018,2018-3
3/29/2018,100.00%,0,1,1,0,0,3,29,2018,2018-3
3/30/2018,100.00%,0,1,1,1,50,3,30,2018,2018-3
3/31/2018,100.00%,0,1,1,0,0,3,31,2018,2018-3
4/1/2018,100.00%,0,1,1,0,0,4,1,2018,2018-4
4/2/2018,100.00%,0,1,1,0,0,4,2,2018,2018-4
4/3/2018,100.00%,0,1,1,0,0,4,3,2018,2018-4
4/4/2018,100.00%,0,2,1,0,0,4,4,2018,2018-4
4/5/2018,100.00%,0,1,1,0,0,4,5,2018,2018-4
4/6/2018,100.00%,0,1,1,0,0,4,6,2018,2018-4
4/7/2018,100.00%,0,1,1,0,0,4,7,2018,2018-4
4/8/2018,100.00%,0,1,1,0,0,4,8,2018,2018-4
4/9/2018,100.00%,0,1,1,0,0,4,9,2018,2018-4
4/10/2018,100.00%,0,1,1,0,0,4,10,2018,2018-4
4/11/2018,100.00%,0,1,1,0,0,4,11,2018,2018-4
4/12/2018,100.00%,0,1,1,0,0,4,12,2018,2018-4
4/13/2018,100.00%,0,1,1,0,0,4,13,2018,2018-4
4/14/2018,100.00%,0,2,1,0,0,4,14,2018,2018-4
4/15/2018,100.00%,0,1,1,0,0,4,15,2018,2018-4
4/16/2018,100.00%,0,1,1,0,0,4,16,2018,2018-4
4/17/2018,100.00%,0,1,1,0,0,4,17,2018,2018-4
4/18/2018,100.00%,0,1,1,1,50,4,18,2018,2018-4
4/19/2018,100.00%,0,1,1,1,50,4,19,2018,2018-4
4/20/2018,100.00%,0,1,1,0,0,4,20,2018,2018-4
4/21/2018,100.00%,0,1,1,1,50,4,21,2018,2018-4
4/22/2018,100.00%,0,1,1,0,0,4,22,2018,2018-4
4/23/2018,100.00%,0,1,1,1,50,4,23,2018,2018-4
4/24/2018,100.00%,0,1,1,1,50,4,24,2018,2018-4
4/25/2018,100.00%,0,1,1,0,0,4,25,2018,2018-4
4/26/2018,100.00%,0,1,1,1,100,4,26,2018,2018-4
4/27/2018,100.00%,0,1,1,1,100,4,27,2018,2018-4
4/28/2018,100.00%,0,1,1,1,100,4,28,2018,2018-4
4/29/2018,100.00%,0,1,1,1,50,4,29,2018,2018-4
4/30/2018,0.00%,11,1,2,0,0,4,30,2018,2018-4
5/1/2018,0.00%,32,1,1,0,0,5,1,2018,2018-5
5/2/2018,0.00%,19,1,1,0,0,5,2,2018,2018-5
5/3/2018,0.00%,1831,1,1,0,0,5,3,2018,2018-5
5/4/2018,0.00%,1410,1,1,1,50,5,4,2018,2018-5
5/5/2018,0.00%,0,0,0,1,50,5,5,2018,2018-5
5/6/2018,0.00%,35,1,2,1,50,5,6,2018,2018-5
5/7/2018,0.00%,1530,1,1,0,0,5,7,2018,2018-5
5/8/2018,0.00%,1256,1,1,0,0,5,8,2018,2018-5
5/9/2018,0.00%,1236,1,1,0,0,5,9,2018,2018-5
5/10/2018,0.00%,0,1,2,0,0,5,10,2018,2018-5
5/11/2018,0.00%,236,1,4,0,0,5,11,2018,2018-5
5/12/2018,0.00%,0,0,0,1,50,5,12,2018,2018-5
5/13/2018,0.00%,1060,1,1,0,0,5,13,2018,2018-5
5/14/2018,0.00%,38,1,2,0,0,5,14,2018,2018-5
5/15/2018,0.00%,1103,1,1,0,0,5,15,2018,2018-5
5/16/2018,0.00%,413,1,1,0,0,5,16,2018,2018-5
5/17/2018,0.00%,36,1,1,0,0,5,17,2018,2018-5
5/18/2018,0.00%,26,1,2,0,0,5,18,2018,2018-5
5/19/2018,0.00%,153,1,1,0,0,5,19,2018,2018-5
5/20/2018,0.00%,95,1,2,0,0,5,20,2018,2018-5
5/21/2018,0.00%,267,1,1,0,0,5,21,2018,2018-5
5/22/2018,0.00%,64,1,1,0,0,5,22,2018,2018-5
5/23/2018,0.00%,397,1,1,1,100,5,23,2018,2018-5
5/24/2018,0.00%,16,1,4,1,100,5,24,2018,2018-5
5/25/2018,0.00%,384,1,1,0,0,5,25,2018,2018-5
5/26/2018,0.00%,0,0,0,1,100,5,26,2018,2018-5
5/27/2018,100.00%,0,1,1,0,0,5,27,2018,2018-5
5/28/2018,100.00%,0,1,1,0,0,5,28,2018,2018-5
5/29/2018,100.00%,0,1,1,0,0,5,29,2018,2018-5
5/30/2018,100.00%,0,1,1,0,0,5,30,2018,2018-5
5/31/2018,100.00%,0,1,1,0,0,5,31,2018,2018-5
6/1/2018,100.00%,0,1,1,0,0,6,1,2018,2018-6
6/2/2018,100.00%,0,1,1,0,0,6,2,2018,2018-6
6/3/2018,100.00%,0,1,1,0,0,6,3,2018,2018-6
6/4/2018,100.00%,0,1,1,0,0,6,4,2018,2018-6
6/5/2018,100.00%,0,1,1,0,0,6,5,2018,2018-6
6/6/2018,100.00%,0,1,1,0,0,6,6,2018,2018-6
6/7/2018,100.00%,0,1,1,0,0,6,7,2018,2018-6
6/8/2018,100.00%,0,1,1,0,0,6,8,2018,2018-6
6/9/2018,100.00%,0,1,1,0,0,6,9,2018,2018-6
6/10/2018,100.00%,0,1,1,0,0,6,10,2018,2018-6
6/11/2018,100.00%,0,1,1,0,0,6,11,2018,2018-6
6/12/2018,100.00%,0,1,1,0,0,6,12,2018,2018-6
6/13/2018,100.00%,0,1,1,0,0,6,13,2018,2018-6
6/14/2018,100.00%,0,1,1,0,0,6,14,2018,2018-6
6/15/2018,100.00%,0,1,1,0,0,6,15,2018,2018-6
6/16/2018,100.00%,0,1,1,0,0,6,16,2018,2018-6
6/17/2018,100.00%,0,1,1,0,0,6,17,2018,2018-6
6/18/2018,100.00%,0,1,1,0,0,6,18,2018,2018-6
6/19/2018,100.00%,0,1,1,0,0,6,19,2018,2018-6
6/20/2018,100.00%,0,1,1,0,0,6,20,2018,2018-6
6/21/2018,100.00%,0,1,1,0,0,6,21,2018,2018-6
6/22/2018,100.00%,0,1,1,0,0,6,22,2018,2018-6
6/23/2018,100.00%,0,1,1,0,0,6,23,2018,2018-6
6/24/2018,100.00%,0,2,1,0,0,6,24,2018,2018-6
6/25/2018,100.00%,0,1,1,1,50,6,25,2018,2018-6
6/26/2018,100.00%,0,1,1,0,0,6,26,2018,2018-6
6/27/2018,100.00%,0,1,1,0,0,6,27,2018,2018-6
6/28/2018,100.00%,0,1,1,0,0,6,28,2018,2018-6
6/29/2018,100.00%,0,1,1,0,0,6,29,2018,2018-6
6/30/2018,100.00%,0,1,1,0,0,6,30,2018,2018-6
7/1/2018,100.00%,0,1,1,0,0,7,1,2018,2018-7
7/2/2018,100.00%,0,1,1,0,0,7,2,2018,2018-7
7/3/2018,100.00%,0,1,1,0,0,7,3,2018,2018-7
7/4/2018,100.00%,0,1,1,0,0,7,4,2018,2018-7
7/5/2018,100.00%,0,1,1,0,0,7,5,2018,2018-7
7/6/2018,100.00%,0,1,1,0,0,7,6,2018,2018-7
7/7/2018,100.00%,0,1,1,0,0,7,7,2018,2018-7
7/8/2018,100.00%,0,1,1,0,0,7,8,2018,2018-7
7/9/2018,100.00%,0,1,1,0,0,7,9,2018,2018-7
7/10/2018,100.00%,0,1,1,0,0,7,10,2018,2018-7
7/11/2018,100.00%,0,1,1,0,0,7,11,2018,2018-7
7/12/2018,100.00%,0,1,1,0,0,7,12,2018,2018-7
7/13/2018,100.00%,0,2,1,0,0,7,13,2018,2018-7
7/14/2018,100.00%,0,1,1,0,0,7,14,2018,2018-7
7/15/2018,100.00%,0,1,1,0,0,7,15,2018,2018-7
7/16/2018,100.00%,0,1,1,0,0,7,16,2018,2018-7
7/17/2018,100.00%,0,1,1,0,0,7,17,2018,2018-7
7/18/2018,100.00%,0,1,1,0,0,7,18,2018,2018-7
7/19/2018,100.00%,0,1,1,0,0,7,19,2018,2018-7
7/20/2018,100.00%,0,1,1,1,50,7,20,2018,2018-7
7/21/2018,100.00%,0,1,1,1,50,7,21,2018,2018-7
7/22/2018,100.00%,0,1,1,1,50,7,22,2018,2018-7
7/23/2018,100.00%,0,1,1,1,50,7,23,2018,2018-7
7/24/2018,100.00%,0,1,1,1,50,7,24,2018,2018-7
7/25/2018,100.00%,0,1,1,1,50,7,25,2018,2018-7
7/26/2018,100.00%,0,1,1,0,0,7,26,2018,2018-7
7/27/2018,100.00%,0,1,1,1,50,7,27,2018,2018-7
7/28/2018,100.00%,0,1,1,0,0,7,28,2018,2018-7
7/29/2018,100.00%,0,1,1,1,50,7,29,2018,2018-7
7/30/2018,100.00%,0,1,1,0,0,7,30,2018,2018-7
7/31/2018,100.00%,0,1,1,0,0,7,31,2018,2018-7
8/1/2018,100.00%,0,1,1,0,0,8,1,2018,2018-8
8/2/2018,100.00%,0,1,1,0,0,8,2,2018,2018-8
8/3/2018,100.00%,0,2,1,0,0,8,3,2018,2018-8
8/4/2018,100.00%,0,1,1,0,0,8,4,2018,2018-8
8/5/2018,100.00%,0,1,1,0,0,8,5,2018,2018-8
8/6/2018,100.00%,0,1,1,0,0,8,6,2018,2018-8
8/7/2018,100.00%,0,1,1,0,0,8,7,2018,2018-8
8/8/2018,100.00%,0,1,1,0,0,8,8,2018,2018-8
8/9/2018,100.00%,0,1,1,0,0,8,9,2018,2018-8
8/10/2018,100.00%,0,1,1,0,0,8,10,2018,2018-8
8/11/2018,100.00%,0,1,1,0,0,8,11,2018,2018-8
8/12/2018,100.00%,0,1,1,0,0,8,12,2018,2018-8
8/13/2018,100.00%,0,2,1,0,0,8,13,2018,2018-8
8/14/2018,100.00%,0,1,1,0,0,8,14,2018,2018-8
8/15/2018,100.00%,0,1,1,0,0,8,15,2018,2018-8
8/16/2018,100.00%,0,1,1,0,0,8,16,2018,2018-8
8/17/2018,100.00%,0,1,1,1,50,8,17,2018,2018-8
8/18/2018,100.00%,0,1,1,1,50,8,18,2018,2018-8
8/19/2018,100.00%,0,1,1,0,0,8,19,2018,2018-8
8/20/2018,100.00%,0,1,1,1,50,8,20,2018,2018-8
8/21/2018,100.00%,0,1,1,0,0,8,21,2018,2018-8
8/22/2018,100.00%,0,1,1,1,50,8,22,2018,2018-8
8/23/2018,100.00%,0,1,1,1,50,8,23,2018,2018-8
8/24/2018,100.00%,0,1,1,0,0,8,24,2018,2018-8
8/25/2018,100.00%,0,1,1,1,100,8,25,2018,2018-8
8/26/2018,100.00%,0,1,1,1,100,8,26,2018,2018-8
8/27/2018,100.00%,0,1,1,1,100,8,27,2018,2018-8
8/28/2018,100.00%,0,1,1,1,50,8,28,2018,2018-8
8/29/2018,0.00%,11,1,2,0,0,8,29,2018,2018-8
8/30/2018,0.00%,32,1,1,0,0,8,30,2018,2018-8
8/31/2018,0.00%,19,1,1,0,0,8,31,2018,2018-8
9/1/2018,0.00%,1831,1,1,0,0,9,1,2018,2018-9
9/2/2018,0.00%,1410,1,1,1,50,9,2,2018,2018-9
9/3/2018,0.00%,0,0,0,1,50,9,3,2018,2018-9
9/4/2018,0.00%,35,1,2,1,50,9,4,2018,2018-9
9/5/2018,0.00%,1530,1,1,0,0,9,5,2018,2018-9
9/6/2018,0.00%,1256,1,1,0,0,9,6,2018,2018-9
9/7/2018,0.00%,1236,1,1,0,0,9,7,2018,2018-9
9/8/2018,0.00%,0,1,2,0,0,9,8,2018,2018-9
9/9/2018,0.00%,236,1,4,0,0,9,9,2018,2018-9
9/10/2018,0.00%,0,0,0,1,50,9,10,2018,2018-9
9/11/2018,0.00%,1060,1,1,0,0,9,11,2018,2018-9
9/12/2018,0.00%,38,1,2,0,0,9,12,2018,2018-9
9/13/2018,0.00%,1103,1,1,0,0,9,13,2018,2018-9
9/14/2018,0.00%,413,1,1,0,0,9,14,2018,2018-9
9/15/2018,0.00%,36,1,1,0,0,9,15,2018,2018-9
9/16/2018,0.00%,26,1,2,0,0,9,16,2018,2018-9
9/17/2018,0.00%,153,1,1,0,0,9,17,2018,2018-9
9/18/2018,0.00%,95,1,2,0,0,9,18,2018,2018-9
9/19/2018,0.00%,267,1,1,0,0,9,19,2018,2018-9
9/20/2018,0.00%,64,1,1,0,0,9,20,2018,2018-9
9/21/2018,0.00%,397,1,1,1,100,9,21,2018,2018-9
9/22/2018,0.00%,16,1,4,1,100,9,22,2018,2018-9
9/23/2018,0.00%,384,1,1,0,0,9,23,2018,2018-9
9/24/2018,0.00%,0,0,0,1,100,9,24,2018,2018-9
9/25/2018,100.00%,0,1,1,0,0,9,25,2018,2018-9
9/26/2018,100.00%,0,1,1,0,0,9,26,2018,2018-9
9/27/2018,100.00%,0,1,1,0,0,9,27,2018,2018-9
9/28/2018,100.00%,0,1,1,0,0,9,28,2018,2018-9
9/29/2018,100.00%,0,1,1,0,0,9,29,2018,2018-9
9/30/2018,100.00%,0,1,1,0,0,9,30,2018,2018-9
10/1/2018,100.00%,0,1,1,0,0,10,1,2018,2018-10
10/2/2018,100.00%,0,1,1,0,0,10,2,2018,2018-10
10/3/2018,100.00%,0,1,1,0,0,10,3,2018,2018-10
10/4/2018,100.00%,0,1,1,0,0,10,4,2018,2018-10
10/5/2018,100.00%,0,1,1,0,0,10,5,2018,2018-10
10/6/2018,100.00%,0,1,1,0,0,10,6,2018,2018-10
10/7/2018,100.00%,0,1,1,0,0,10,7,2018,2018-10
10/8/2018,100.00%,0,1,1,0,0,10,8,2018,2018-10
10/9/2018,100.00%,0,1,1,0,0,10,9,2018,2018-10
10/10/2018,100.00%,0,1,1,0,0,10,10,2018,2018-10
10/11/2018,100.00%,0,1,1,0,0,10,11,2018,2018-10
10/12/2018,100.00%,0,1,1,0,0,10,12,2018,2018-10
10/13/2018,100.00%,0,1,1,0,0,10,13,2018,2018-10
10/14/2018,100.00%,0,1,1,0,0,10,14,2018,2018-10
10/15/2018,100.00%,0,1,1,0,0,10,15,2018,2018-10
10/16/2018,100.00%,0,1,1,0,0,10,16,2018,2018-10
10/17/2018,100.00%,0,1,1,0,0,10,17,2018,2018-10
10/18/2018,100.00%,0,1,1,0,0,10,18,2018,2018-10
10/19/2018,100.00%,0,1,1,0,0,10,19,2018,2018-10
10/20/2018,100.00%,0,1,1,0,0,10,20,2018,2018-10
10/21/2018,100.00%,0,1,1,0,0,10,21,2018,2018-10
10/22/2018,100.00%,0,1,1,0,0,10,22,2018,2018-10
10/23/2018,100.00%,0,2,1,0,0,10,23,2018,2018-10
10/24/2018,100.00%,0,1,1,1,50,10,24,2018,2018-10
10/25/2018,100.00%,0,1,1,0,0,10,25,2018,2018-10
10/26/2018,100.00%,0,1,1,0,0,10,26,2018,2018-10
10/27/2018,100.00%,0,1,1,0,0,10,27,2018,2018-10
10/28/2018,100.00%,0,1,1,0,0,10,28,2018,2018-10
10/29/2018,100.00%,0,1,1,0,0,10,29,2018,2018-10
10/30/2018,100.00%,0,1,1,0,0,10,30,2018,2018-10
10/31/2018,100.00%,0,1,1,0,0,10,31,2018,2018-10
