,date,variable,value
950,1/21/21,India,14545
951,1/22/21,India,14256
952,1/23/21,India,14849
953,1/24/21,India,13203
954,1/25/21,India,9102
955,1/26/21,India,12689
956,1/27/21,India,11666
957,1/28/21,India,18855
958,1/29/21,India,13082
959,1/30/21,India,13044
960,1/31/21,India,11436
961,2/1/21,India,8635
962,2/2/21,India,11039
963,2/3/21,India,12899
964,2/4/21,India,12408
965,2/5/21,India,11713
966,2/6/21,India,12059
967,2/7/21,India,11831
968,2/8/21,India,9110
969,2/9/21,India,11067
970,2/10/21,India,12923
971,2/11/21,India,9309
972,2/12/21,India,12143
973,2/13/21,India,12194
974,2/14/21,India,11649
975,2/15/21,India,9121
976,2/16/21,India,11610
977,2/17/21,India,12881
978,2/18/21,India,13193
979,2/19/21,India,13993
980,2/20/21,India,14264
981,2/21/21,India,14199
982,2/22/21,India,10584
983,2/23/21,India,13742
984,2/24/21,India,16738
985,2/25/21,India,16577
986,2/26/21,India,16488
987,2/27/21,India,16752
988,2/28/21,India,15510
989,3/1/21,India,12286
990,3/2/21,India,14989
991,3/3/21,India,17407
992,3/4/21,India,16838
993,3/5/21,India,18284
994,3/6/21,India,18754
995,3/7/21,India,18599
996,3/8/21,India,15388
997,3/9/21,India,17921
998,3/10/21,India,22854
999,3/11/21,India,23285
1000,3/12/21,India,24882
1001,3/13/21,India,25320
1002,3/14/21,India,26291
1003,3/15/21,India,24492
1004,3/16/21,India,28903
1005,3/17/21,India,35871
1006,3/18/21,India,39726
1007,3/19/21,India,40953
1008,3/20/21,India,43846
1009,3/21/21,India,46951
1010,3/22/21,India,40715
1011,3/23/21,India,47262
1012,3/24/21,India,53476
1013,3/25/21,India,59118
1014,3/26/21,India,62258
1015,3/27/21,India,62714
1016,3/28/21,India,68020
1017,3/29/21,India,56211
1018,3/30/21,India,53480
1019,3/31/21,India,72330
1020,4/1/21,India,81466
1021,4/2/21,India,89129
1022,4/3/21,India,93249
1023,4/4/21,India,103558
1024,4/5/21,India,96982
1025,4/6/21,India,115736
1026,4/7/21,India,126789
1027,4/8/21,India,131968
1028,4/9/21,India,145384
1029,4/10/21,India,152879
1030,4/11/21,India,168912
1031,4/12/21,India,161736
1032,4/13/21,India,184372
1033,4/14/21,India,200739
1034,4/15/21,India,217353
1035,4/16/21,India,234692
1036,4/17/21,India,261394
1037,4/18/21,India,273802
1038,4/19/21,India,259167
1039,4/20/21,India,295158
1040,4/21/21,India,314644
1041,4/22/21,India,332921
1042,4/23/21,India,346786
1043,4/24/21,India,349691
1044,4/25/21,India,352991
1045,4/26/21,India,323023
1046,4/27/21,India,360927
1047,4/28/21,India,379308
1048,4/29/21,India,386555
1049,4/30/21,India,401993
1050,5/1/21,India,392488
1051,5/2/21,India,368060
1052,5/3/21,India,357316
1053,5/4/21,India,382146
1054,5/5/21,India,412431
1055,5/6/21,India,414188
1056,5/7/21,India,401078
1057,5/8/21,India,403405
1058,5/9/21,India,366494
1059,5/10/21,India,329942
1060,5/11/21,India,348421
1061,5/12/21,India,362727
1062,5/13/21,India,343144
1063,5/14/21,India,326098
1064,5/15/21,India,311170
1065,5/16/21,India,281386
1066,5/17/21,India,263533
1067,5/18/21,India,267334
1068,5/19/21,India,276110
1069,5/20/21,India,259551
1070,5/21/21,India,257299
1071,5/22/21,India,240842
1072,5/23/21,India,222315
1073,5/24/21,India,196427
1074,5/25/21,India,208921
1075,5/26/21,India,211298
1076,5/27/21,India,186364
1077,5/28/21,India,173790
1078,5/29/21,India,165553
1079,5/30/21,India,152734
1080,5/31/21,India,127510
1081,6/1/21,India,132788
1082,6/2/21,India,134154
1083,6/3/21,India,132364
1084,6/4/21,India,120529
1085,6/5/21,India,114460
1086,6/6/21,India,100636
1087,6/7/21,India,86498
1088,6/8/21,India,92596
1089,6/9/21,India,93463
1090,6/10/21,India,92291
1091,6/11/21,India,84332
1092,6/12/21,India,80834
1093,6/13/21,India,70421
1094,6/14/21,India,60471
1095,6/15/21,India,62224
1096,6/16/21,India,67208
1097,6/17/21,India,62480
1098,6/18/21,India,60753
1099,6/19/21,India,58226
1100,6/20/21,India,53449
1101,6/21/21,India,42640
1102,6/22/21,India,50848
1103,6/23/21,India,54069
1104,6/24/21,India,51667
1105,6/25/21,India,48698
1106,6/26/21,India,50040
1107,6/27/21,India,46148
1108,6/28/21,India,37566
1109,6/29/21,India,45951
1110,6/30/21,India,48786
1111,7/1/21,India,46617
1112,7/2/21,India,44111
1113,7/3/21,India,43071
1114,7/4/21,India,39796
1115,7/5/21,India,34703
1116,7/6/21,India,43733
1117,7/7/21,India,45892
1118,7/8/21,India,43393
1119,7/9/21,India,42766
1120,7/10/21,India,41506
1121,7/11/21,India,37154
1122,7/12/21,India,32906
1123,7/13/21,India,38865
1124,7/14/21,India,41733
1125,7/15/21,India,38949
1126,7/16/21,India,38079
1127,7/17/21,India,41157
1128,7/18/21,India,38164
1129,7/19/21,India,30093
1130,7/20/21,India,42015
1131,7/21/21,India,41383
1132,7/22/21,India,35342
1133,7/23/21,India,0
1134,7/24/21,India,78839
1135,7/25/21,India,39361
1136,7/26/21,India,29689
1137,7/27/21,India,43654
1138,7/28/21,India,43509
1139,7/29/21,India,44230
1140,7/30/21,India,41649
1141,7/31/21,India,41831
1142,8/1/21,India,40134
1143,8/2/21,India,30549
1144,8/3/21,India,42625
1145,8/4/21,India,42982
1146,8/5/21,India,44643
1147,8/6/21,India,38628
1148,8/7/21,India,39070
1149,8/8/21,India,35499
1150,8/9/21,India,28204
1151,8/10/21,India,38353
1152,8/11/21,India,41195
1153,8/12/21,India,40120
1154,8/13/21,India,38667
1155,8/14/21,India,36083
1156,8/15/21,India,32937
1157,8/16/21,India,25166
1158,8/17/21,India,35178
1159,8/18/21,India,36401
1160,8/19/21,India,36571
1161,8/20/21,India,34457
1162,8/21/21,India,30948
1163,8/22/21,India,25072
1164,8/23/21,India,25467
1165,8/24/21,India,37593
1166,8/25/21,India,46164
1167,8/26/21,India,44658
1168,8/27/21,India,46759
1169,8/28/21,India,45083
1170,8/29/21,India,42909
1171,8/30/21,India,30941
1172,1/23/20,US,0
1173,1/24/20,US,1
1174,1/25/20,US,0
1175,1/26/20,US,3
1176,1/27/20,US,0
1177,1/28/20,US,0
1178,1/29/20,US,1
1179,1/30/20,US,0
1180,1/31/20,US,2
1181,2/1/20,US,0
1182,2/2/20,US,0
1183,2/3/20,US,3
1184,2/4/20,US,0
1185,2/5/20,US,0
1186,2/6/20,US,1
1187,2/7/20,US,0
1188,2/8/20,US,0
1189,2/9/20,US,0
1190,2/10/20,US,0
1191,2/11/20,US,1
1192,2/12/20,US,0
1193,2/13/20,US,1
1194,2/14/20,US,0
1195,2/15/20,US,0
1196,2/16/20,US,0
1197,2/17/20,US,0
1198,2/18/20,US,0
1199,2/19/20,US,0
1200,2/20/20,US,0
1201,2/21/20,US,2
1202,2/22/20,US,0
1203,2/23/20,US,0
1204,2/24/20,US,0
1205,2/25/20,US,0
1206,2/26/20,US,0
1207,2/27/20,US,1
1208,2/28/20,US,0
1209,2/29/20,US,8
1210,3/1/20,US,7
1211,3/2/20,US,23
1212,3/3/20,US,19
1213,3/4/20,US,33
1214,3/5/20,US,77
1215,3/6/20,US,53
1216,3/7/20,US,166
1217,3/8/20,US,116
1218,3/9/20,US,75
1219,3/10/20,US,188
1220,3/11/20,US,365
1221,3/12/20,US,439
1222,3/13/20,US,633
1223,3/14/20,US,759
1224,3/15/20,US,234
1225,3/16/20,US,1467
1226,3/17/20,US,1833
1227,3/18/20,US,2657
1228,3/19/20,US,4494
1229,3/20/20,US,6367
1230,3/21/20,US,5995
1231,3/22/20,US,8873
1232,3/23/20,US,11238
1233,3/24/20,US,10619
1234,3/25/20,US,12082
1235,3/26/20,US,17856
1236,3/27/20,US,18690
1237,3/28/20,US,19630
1238,3/29/20,US,18899
1239,3/30/20,US,22075
1240,3/31/20,US,26314
1241,4/1/20,US,32286
1242,4/2/20,US,32222
1243,4/3/20,US,32307
1244,4/4/20,US,32386
1245,4/5/20,US,29895
1246,4/6/20,US,31390
1247,4/7/20,US,30779
1248,4/8/20,US,31235
1249,4/9/20,US,35942
1250,4/10/20,US,34403
1251,4/11/20,US,29083
1252,4/12/20,US,27256
1253,4/13/20,US,26939
1254,4/14/20,US,28818
1255,4/15/20,US,25408
1256,4/16/20,US,30002
1257,4/17/20,US,33066
1258,4/18/20,US,27907
1259,4/19/20,US,26062
1260,4/20/20,US,29820
1261,4/21/20,US,25926
1262,4/22/20,US,28911
1263,4/23/20,US,33612
1264,4/24/20,US,32327
1265,4/25/20,US,30380
1266,4/26/20,US,26488
1267,4/27/20,US,23715
1268,4/28/20,US,24575
1269,4/29/20,US,26459
1270,4/30/20,US,29205
1271,5/1/20,US,34907
1272,5/2/20,US,27348
1273,5/3/20,US,24321
1274,5/4/20,US,24068
1275,5/5/20,US,24528
1276,5/6/20,US,24569
1277,5/7/20,US,27429
1278,5/8/20,US,26830
1279,5/9/20,US,25176
1280,5/10/20,US,18805
1281,5/11/20,US,19298
1282,5/12/20,US,22927
1283,5/13/20,US,20433
1284,5/14/20,US,26817
1285,5/15/20,US,24733
1286,5/16/20,US,24135
1287,5/17/20,US,18388
1288,5/18/20,US,22389
1289,5/19/20,US,20979
1290,5/20/20,US,22725
1291,5/21/20,US,25769
1292,5/22/20,US,23649
1293,5/23/20,US,21099
1294,5/24/20,US,20077
1295,5/25/20,US,18662
1296,5/26/20,US,19663
1297,5/27/20,US,18551
1298,5/28/20,US,22320
1299,5/29/20,US,24478
1300,5/30/20,US,23632
1301,5/31/20,US,18983
1302,6/1/20,US,17414
1303,6/2/20,US,21502
1304,6/3/20,US,19857
1305,6/4/20,US,21658
1306,6/5/20,US,25403
1307,6/6/20,US,21142
1308,6/7/20,US,17928
1309,6/8/20,US,17616
1310,6/9/20,US,18383
1311,6/10/20,US,21111
1312,6/11/20,US,23166
1313,6/12/20,US,24828
1314,6/13/20,US,25212
1315,6/14/20,US,18941
1316,6/15/20,US,19827
1317,6/16/20,US,23667
1318,6/17/20,US,27072
1319,6/18/20,US,28537
1320,6/19/20,US,31544
1321,6/20/20,US,32280
1322,6/21/20,US,25150
1323,6/22/20,US,32144
1324,6/23/20,US,37072
1325,6/24/20,US,35878
1326,6/25/20,US,40326
1327,6/26/20,US,45999
1328,6/27/20,US,41330
1329,6/28/20,US,40734
1330,6/29/20,US,41299
1331,6/30/20,US,46420
1332,7/1/20,US,51820
1333,7/2/20,US,56636
1334,7/3/20,US,51351
1335,7/4/20,US,45693
1336,7/5/20,US,50747
1337,7/6/20,US,43106
1338,7/7/20,US,60661
1339,7/8/20,US,60119
1340,7/9/20,US,62509
1341,7/10/20,US,68057
1342,7/11/20,US,60017
1343,7/12/20,US,58424
1344,7/13/20,US,58930
1345,7/14/20,US,68051
1346,7/15/20,US,68090
1347,7/16/20,US,75866
1348,7/17/20,US,72236
1349,7/18/20,US,62536
1350,7/19/20,US,60456
1351,7/20/20,US,62107
1352,7/21/20,US,64461
1353,7/22/20,US,70579
1354,7/23/20,US,68445
1355,7/24/20,US,73319
1356,7/25/20,US,64953
1357,7/26/20,US,54816
1358,7/27/20,US,56783
1359,7/28/20,US,66412
1360,7/29/20,US,71873
1361,7/30/20,US,67466
1362,7/31/20,US,68712
1363,8/1/20,US,56201
1364,8/2/20,US,45568
1365,8/3/20,US,45501
1366,8/4/20,US,58774
1367,8/5/20,US,54466
1368,8/6/20,US,59349
1369,8/7/20,US,59303
1370,8/8/20,US,54134
1371,8/9/20,US,45769
1372,8/10/20,US,47606
1373,8/11/20,US,48003
1374,8/12/20,US,56040
1375,8/13/20,US,51316
1376,8/14/20,US,65336
1377,8/15/20,US,46951
1378,8/16/20,US,39212
1379,8/17/20,US,36652
1380,8/18/20,US,45033
1381,8/19/20,US,47320
1382,8/20/20,US,44041
1383,8/21/20,US,48843
1384,8/22/20,US,43064
1385,8/23/20,US,34247
1386,8/24/20,US,36482
1387,8/25/20,US,40354
1388,8/26/20,US,45172
1389,8/27/20,US,45393
1390,8/28/20,US,46832
1391,8/29/20,US,42754
1392,8/30/20,US,34404
1393,8/31/20,US,35362
1394,9/1/20,US,41846
1395,9/2/20,US,41018
1396,9/3/20,US,44251
1397,9/4/20,US,50382
1398,9/5/20,US,43158
1399,9/6/20,US,31218
1400,9/7/20,US,23613
1401,9/8/20,US,27226
1402,9/9/20,US,34049
1403,9/10/20,US,36056
1404,9/11/20,US,47769
1405,9/12/20,US,41101
1406,9/13/20,US,34372
1407,9/14/20,US,34423
1408,9/15/20,US,39492
1409,9/16/20,US,39030
1410,9/17/20,US,45130
1411,9/18/20,US,49282
1412,9/19/20,US,42202
1413,9/20/20,US,38447
1414,9/21/20,US,51878
1415,9/22/20,US,39866
1416,9/23/20,US,39069
1417,9/24/20,US,47103
1418,9/25/20,US,48295
1419,9/26/20,US,44673
1420,9/27/20,US,37528
1421,9/28/20,US,33294
1422,9/29/20,US,43338
1423,9/30/20,US,39443
1424,10/1/20,US,45650
1425,10/2/20,US,54950
1426,10/3/20,US,48577
1427,10/4/20,US,35738
1428,10/5/20,US,39376
1429,10/6/20,US,45289
1430,10/7/20,US,51056
1431,10/8/20,US,58599
1432,10/9/20,US,56384
1433,10/10/20,US,54953
1434,10/11/20,US,45981
1435,10/12/20,US,41774
1436,10/13/20,US,52231
1437,10/14/20,US,59778
1438,10/15/20,US,64880
1439,10/16/20,US,69147
1440,10/17/20,US,56759
1441,10/18/20,US,49367
1442,10/19/20,US,67717
1443,10/20/20,US,61956
1444,10/21/20,US,63301
1445,10/22/20,US,76310
1446,10/23/20,US,81933
1447,10/24/20,US,82767
1448,10/25/20,US,62204
1449,10/26/20,US,67310
1450,10/27/20,US,76838
1451,10/28/20,US,79426
1452,10/29/20,US,91019
1453,10/30/20,US,99264
1454,10/31/20,US,89754
1455,11/1/20,US,104900
1456,11/2/20,US,85211
1457,11/3/20,US,127198
1458,11/4/20,US,104541
1459,11/5/20,US,129367
1460,11/6/20,US,128033
1461,11/7/20,US,127510
1462,11/8/20,US,115170
1463,11/9/20,US,120434
1464,11/10/20,US,140504
1465,11/11/20,US,146750
1466,11/12/20,US,164750
1467,11/13/20,US,180398
1468,11/14/20,US,167926
1469,11/15/20,US,136356
1470,11/16/20,US,162624
1471,11/17/20,US,163958
1472,11/18/20,US,173251
1473,11/19/20,US,191510
1474,11/20/20,US,198333
1475,11/21/20,US,179436
1476,11/22/20,US,146947
1477,11/23/20,US,174089
1478,11/24/20,US,175544
1479,11/25/20,US,183403
1480,11/26/20,US,112526
1481,11/27/20,US,207933
1482,11/28/20,US,155661
1483,11/29/20,US,140328
1484,11/30/20,US,160321
1485,12/1/20,US,188339
1486,12/2/20,US,202894
1487,12/3/20,US,223421
1488,12/4/20,US,232644
1489,12/5/20,US,215811
1490,12/6/20,US,181253
1491,12/7/20,US,194409
1492,12/8/20,US,224452
1493,12/9/20,US,222648
1494,12/10/20,US,231428
1495,12/11/20,US,240089
1496,12/12/20,US,217797
1497,12/13/20,US,187971
1498,12/14/20,US,194314
1499,12/15/20,US,208992
1500,12/16/20,US,246644
1501,12/17/20,US,239922
1502,12/18/20,US,251820
1503,12/19/20,US,192103
1504,12/20/20,US,188004
1505,12/21/20,US,198703
1506,12/22/20,US,198123
1507,12/23/20,US,229625
1508,12/24/20,US,194138
1509,12/25/20,US,97880
1510,12/26/20,US,226416
1511,12/27/20,US,155845
1512,12/28/20,US,174152
1513,12/29/20,US,200439
1514,12/30/20,US,233691
1515,12/31/20,US,235584
1516,1/1/21,US,153911
1517,1/2/21,US,300462
1518,1/3/21,US,208853
1519,1/4/21,US,184005
1520,1/5/21,US,235042
1521,1/6/21,US,255660
1522,1/7/21,US,278314
1523,1/8/21,US,295257
1524,1/9/21,US,260967
1525,1/10/21,US,213415
1526,1/11/21,US,214687
1527,1/12/21,US,226944
1528,1/13/21,US,230301
1529,1/14/21,US,235766
1530,1/15/21,US,242866
1531,1/16/21,US,201858
1532,1/17/21,US,177845
1533,1/18/21,US,143598
1534,1/19/21,US,176216
1535,1/20/21,US,183261
1536,1/21/21,US,193872
1537,1/22/21,US,190758
1538,1/23/21,US,170745
1539,1/24/21,US,131198
1540,1/25/21,US,151677
1541,1/26/21,US,147626
1542,1/27/21,US,153961
1543,1/28/21,US,168804
1544,1/29/21,US,166622
1545,1/30/21,US,142473
1546,1/31/21,US,112152
1547,2/1/21,US,134952
1548,2/2/21,US,115307
1549,2/3/21,US,121697
1550,2/4/21,US,123996
1551,2/5/21,US,134422
1552,2/6/21,US,104193
1553,2/7/21,US,89729
1554,2/8/21,US,90445
1555,2/9/21,US,95258
1556,2/10/21,US,95270
1557,2/11/21,US,105763
1558,2/12/21,US,99651
1559,2/13/21,US,87219
1560,2/14/21,US,65153
1561,2/15/21,US,54261
1562,2/16/21,US,62498
1563,2/17/21,US,70152
1564,2/18/21,US,69898
1565,2/19/21,US,79282
1566,2/20/21,US,71700
1567,2/21/21,US,57152
1568,2/22/21,US,56165
1569,2/23/21,US,72260
1570,2/24/21,US,74749
1571,2/25/21,US,77504
1572,2/26/21,US,77349
1573,2/27/21,US,64626
1574,2/28/21,US,51422
1575,3/1/21,US,58098
1576,3/2/21,US,57147
1577,3/3/21,US,67142
1578,3/4/21,US,68070
1579,3/5/21,US,66419
1580,3/6/21,US,58265
1581,3/7/21,US,41073
1582,3/8/21,US,44896
1583,3/9/21,US,57678
1584,3/10/21,US,57890
1585,3/11/21,US,62465
1586,3/12/21,US,61513
1587,3/13/21,US,53031
1588,3/14/21,US,38278
1589,3/15/21,US,56541
1590,3/16/21,US,54008
1591,3/17/21,US,59316
1592,3/18/21,US,60391
1593,3/19/21,US,61680
1594,3/20/21,US,55523
1595,3/21/21,US,33828
1596,3/22/21,US,51436
1597,3/23/21,US,53706
1598,3/24/21,US,86829
1599,3/25/21,US,67546
1600,3/26/21,US,77377
1601,3/27/21,US,62848
1602,3/28/21,US,43217
1603,3/29/21,US,69273
1604,3/30/21,US,61429
1605,3/31/21,US,66765
1606,4/1/21,US,79143
1607,4/2/21,US,69887
1608,4/3/21,US,63261
1609,4/4/21,US,35141
1610,4/5/21,US,77372
1611,4/6/21,US,60674
1612,4/7/21,US,75030
1613,4/8/21,US,79885
1614,4/9/21,US,82710
1615,4/10/21,US,66687
1616,4/11/21,US,46509
1617,4/12/21,US,70082
1618,4/13/21,US,77959
1619,4/14/21,US,75403
1620,4/15/21,US,74314
1621,4/16/21,US,80065
1622,4/17/21,US,52532
1623,4/18/21,US,42121
1624,4/19/21,US,68105
1625,4/20/21,US,60949
1626,4/21/21,US,62858
1627,4/22/21,US,67275
1628,4/23/21,US,62423
1629,4/24/21,US,53495
1630,4/25/21,US,32153
1631,4/26/21,US,47556
1632,4/27/21,US,50836
1633,4/28/21,US,55155
1634,4/29/21,US,58251
1635,4/30/21,US,57914
1636,5/1/21,US,45404
1637,5/2/21,US,29390
1638,5/3/21,US,50491
1639,5/4/21,US,40723
1640,5/5/21,US,44730
1641,5/6/21,US,47531
1642,5/7/21,US,48188
1643,5/8/21,US,33617
1644,5/9/21,US,21440
1645,5/10/21,US,36785
1646,5/11/21,US,33662
1647,5/12/21,US,35826
1648,5/13/21,US,38076
1649,5/14/21,US,42260
1650,5/15/21,US,28857
1651,5/16/21,US,16878
1652,5/17/21,US,28621
1653,5/18/21,US,27786
1654,5/19/21,US,29321
1655,5/20/21,US,30186
1656,5/21/21,US,27946
1657,5/22/21,US,19798
1658,5/23/21,US,12913
1659,5/24/21,US,25770
1660,5/25/21,US,22755
1661,5/26/21,US,23960
1662,5/27/21,US,27491
1663,5/28/21,US,21816
1664,5/29/21,US,12001
1665,5/30/21,US,6734
1666,5/31/21,US,5775
1667,6/1/21,US,22940
1668,6/2/21,US,16944
1669,6/3/21,US,19101
1670,6/4/21,US,16850
1671,6/5/21,US,13937
1672,6/6/21,US,5395
1673,6/7/21,US,15448
1674,6/8/21,US,12982
1675,6/9/21,US,18647
1676,6/10/21,US,14545
1677,6/11/21,US,24699
1678,6/12/21,US,8228
1679,6/13/21,US,4777
1680,6/14/21,US,12745
1681,6/15/21,US,11302
1682,6/16/21,US,12431
1683,6/17/21,US,10380
1684,6/18/21,US,20598
1685,6/19/21,US,8524
1686,6/20/21,US,3892
1687,6/21/21,US,12320
1688,6/22/21,US,10976
1689,6/23/21,US,12445
1690,6/24/21,US,12846
1691,6/25/21,US,23656
1692,6/26/21,US,7308
1693,6/27/21,US,3920
1694,6/28/21,US,15085
1695,6/29/21,US,11339
1696,6/30/21,US,13139
1697,7/1/21,US,14442
1698,7/2/21,US,29899
1699,7/3/21,US,4753
1700,7/4/21,US,3697
1701,7/5/21,US,5528
1702,7/6/21,US,24250
1703,7/7/21,US,22884
1704,7/8/21,US,20076
1705,7/9/21,US,48226
1706,7/10/21,US,9066
1707,7/11/21,US,6164
1708,7/12/21,US,34995
1709,7/13/21,US,26442
1710,7/14/21,US,31878
1711,7/15/21,US,28351
1712,7/16/21,US,79310
1713,7/17/21,US,12986
1714,7/18/21,US,12048
1715,7/19/21,US,52085
1716,7/20/21,US,42703
1717,7/21/21,US,52032
1718,7/22/21,US,56842
1719,7/23/21,US,119158
1720,7/24/21,US,27802
1721,7/25/21,US,13213
1722,7/26/21,US,89358
1723,7/27/21,US,70740
1724,7/28/21,US,68771
1725,7/29/21,US,78170
1726,7/30/21,US,194608
1727,7/31/21,US,32808
1728,8/1/21,US,25141
1729,8/2/21,US,127976
1730,8/3/21,US,106557
1731,8/4/21,US,92714
1732,8/5/21,US,109824
1733,8/6/21,US,254981
1734,8/7/21,US,44082
1735,8/8/21,US,24234
1736,8/9/21,US,184476
1737,8/10/21,US,106847
1738,8/11/21,US,135071
1739,8/12/21,US,116621
1740,8/13/21,US,290764
1741,8/14/21,US,42707
1742,8/15/21,US,38482
1743,8/16/21,US,210199
1744,8/17/21,US,128902
1745,8/18/21,US,137815
1746,8/19/21,US,138472
1747,8/20/21,US,319494
1748,8/21/21,US,62678
1749,8/22/21,US,33497
1750,8/23/21,US,229831
1751,8/24/21,US,135245
1752,8/25/21,US,148143
1753,8/26/21,US,161331
1754,8/27/21,US,322934
1755,8/28/21,US,53069
1756,8/29/21,US,38473
1757,8/30/21,US,258532
